w1,lam,lam2,w2,Settling Time,Rise Time,Overshoot,Control Effort,Total Reward,Steady-State Error
0.575,2.0,2.0,0.01,422,0,0.9897262493587994,49.324398961267434,-114.33775852671903,0.0
0.575,2.0,2.0,0.05500000000000001,242,0,0.9899213430949131,48.06389282291639,-108.32596389748147,0.0
0.575,2.0,2.0,0.1,303,0,0.9897403466589259,48.436122884537326,-110.28908346369533,0.0
1.05,0.1,0.1,0.01,124,0,0.989839707441181,47.133775742084254,-103.89451115441851,0.0
1.05,0.1,0.1,0.05500000000000001,303,0,0.9899835133634157,48.44041858200217,-110.1597871613112,0.0
1.05,0.1,0.1,0.1,214,0,0.9899282867667338,47.732028824975714,-107.19266488559134,0.0
1.05,0.1,0.575,0.01,180,0,0.9898710530399495,47.489113022224046,-105.99113848279234,0.0
1.05,0.1,0.575,0.05500000000000001,218,0,0.9889116050323844,47.83164432315971,-107.3245581152475,0.0
1.05,0.1,0.575,0.1,238,0,0.9899512736346555,47.944560714182444,-107.97832316663255,0.0
1.05,0.1,1.05,0.01,181,0,0.9898755210227489,47.52432667906396,-105.96161709656391,0.0
1.05,0.1,1.05,0.05500000000000001,269,0,0.9894816994546128,48.20358081453014,-109.17759059697318,0.0
1.05,0.1,1.05,0.1,235,0,0.9894984839908233,47.98480708905845,-107.97712398175847,0.0
1.05,0.1,1.525,0.01,66,0,0.9898445115447045,46.79733901657164,-101.92118329512658,0.0
1.05,0.1,1.525,0.05500000000000001,50,0,0.8591397963494062,46.91825890960172,-101.32290192416788,0.0
1.05,0.1,1.525,0.1,49,0,0.8591343587964774,47.03192722797394,-101.2349612376924,0.0
1.05,0.1,2.0,0.01,49,0,0.8591147741109133,46.88092619180679,-101.30597234029027,0.0
1.05,0.1,2.0,0.05500000000000001,99,0,0.9890103360661866,47.017692721798085,-103.03657280459225,0.0
1.05,0.1,2.0,0.1,152,0,0.9898191982395764,47.253803123079706,-104.94617050992915,0.0
1.05,0.575,0.1,0.01,164,0,0.989919198744684,47.379245231015375,-105.42607619517185,0.0
1.05,0.575,0.1,0.05500000000000001,316,0,0.989809392951974,48.57961156681995,-110.95805509419675,0.0
1.05,0.575,0.1,0.1,194,0,0.9897617963150332,47.59371442120755,-106.46044571065033,0.0
1.05,0.575,0.575,0.01,332,0,0.9891380001279713,48.671432136092335,-111.28412888311009,0.0
1.05,0.575,0.575,0.05500000000000001,225,0,0.9899882069247672,47.810126114374725,-107.4727228878845,0.0
1.05,0.575,0.575,0.1,181,0,0.989971157859355,47.48154573957436,-105.94390742691374,0.0
1.05,0.575,1.05,0.01,300,0,0.9896515924297035,48.400782338227145,-110.23459932640591,0.0
1.05,0.575,1.05,0.05500000000000001,228,0,0.9887164064863325,47.91216082390747,-107.53640459341553,0.0
1.05,0.575,1.05,0.1,291,0,0.9897442475149314,48.374720811261795,-109.89464692968554,0.0
1.05,0.575,1.525,0.01,126,0,0.9899534970837877,47.09891954640625,-104.14963705201721,0.0
1.05,0.575,1.525,0.05500000000000001,270,0,0.9898860306370256,48.17569624137832,-109.11391844953394,0.0
1.05,0.575,1.525,0.1,245,0,0.9878259040847421,48.061776113696396,-108.67757915668011,0.0
1.05,0.575,2.0,0.01,200,0,0.9899105687349016,47.591756840469316,-106.64697629010018,0.0
1.05,0.575,2.0,0.05500000000000001,231,0,0.9899094556341371,47.81363628790132,-107.71535922339886,0.0
1.05,0.575,2.0,0.1,204,0,0.989406471710879,47.733763622585684,-106.69796308578717,0.0
1.05,1.05,0.1,0.01,218,0,0.9883887225818634,47.831199493899476,-107.36500683550838,0.0
1.05,1.05,0.1,0.05500000000000001,148,0,0.9879217541319132,47.232430534029845,-104.91452049842911,0.0
1.05,1.05,0.1,0.1,272,0,0.9899532756325206,48.1421896374668,-109.20836139366125,0.0
1.05,1.05,0.575,0.01,145,0,0.988092471113801,47.27274686197052,-104.65216551888014,0.0
1.05,1.05,0.575,0.05500000000000001,174,0,0.9880416066855192,47.52033547972678,-105.72234764155512,0.0
1.05,1.05,0.575,0.1,158,0,0.9897422384266381,47.376485859334935,-105.38004399448532,0.0
1.05,1.05,1.05,0.01,186,0,0.9873264351963997,47.52234474528814,-106.21195544518918,0.0
1.05,1.05,1.05,0.05500000000000001,216,0,0.989971327734008,47.72756062273402,-107.39837300289992,0.0
1.05,1.05,1.05,0.1,278,0,0.9879839464443922,48.24063087790273,-109.40182115260316,0.0
1.05,1.05,1.525,0.01,260,0,0.9896144756576245,48.11026634846348,-108.9293573673861,0.0
1.05,1.05,1.525,0.05500000000000001,266,0,0.9897592990066054,48.19614688248839,-109.12940951051604,0.0
1.05,1.05,1.525,0.1,121,0,0.9875749076035618,47.072954040020704,-103.91701766340444,0.0
1.05,1.05,2.0,0.01,360,0,0.9898216414554544,48.80026074685156,-112.21928367152617,0.0
1.05,1.05,2.0,0.05500000000000001,152,0,0.9878490878817439,47.30995635234285,-105.08338025677145,0.0
1.05,1.05,2.0,0.1,181,0,0.9896842343271519,47.47834789531771,-106.22671044209645,0.0
1.05,1.525,0.1,0.01,237,0,0.9894615405961019,48.05896351078991,-108.38391414138137,0.0
1.05,1.525,0.1,0.05500000000000001,255,0,0.9899735050707269,48.02745383582078,-108.42216156709634,0.0
1.05,1.525,0.1,0.1,295,0,0.9899952671381328,48.2760304256808,-109.97426163581403,0.0
1.05,1.525,0.575,0.01,232,0,0.9874925931766629,47.93891768643516,-107.76550311898663,0.0
1.05,1.525,0.575,0.05500000000000001,141,0,0.9898446874426425,47.28053162561264,-104.88649406086249,0.0
1.05,1.525,0.575,0.1,332,0,0.989653298969985,48.63183862040751,-111.45090003135726,0.0
1.05,1.525,1.05,0.01,403,0,0.9876930184388162,49.21767065144377,-113.7600628008133,0.0
1.05,1.525,1.05,0.05500000000000001,231,0,0.9879059686326981,47.870879893249366,-107.8790012134184,0.0
1.05,1.525,1.05,0.1,239,0,0.9876041907402875,47.98032318672631,-108.12054848574246,0.0
1.05,1.525,1.525,0.01,256,0,0.9896760950153286,48.01679747912567,-108.79386208908291,0.0
1.05,1.525,1.525,0.05500000000000001,277,0,0.987251149905026,48.20644913776778,-109.48095108080325,0.0
1.05,1.525,1.525,0.1,284,0,0.9898672215863759,48.1957733562449,-109.57419210259052,0.0
1.05,1.525,2.0,0.01,190,0,0.9898987375822754,47.60374876236892,-106.40553801210523,0.0
1.05,1.525,2.0,0.05500000000000001,194,0,0.9899645347746916,47.589316321886145,-106.64305771201518,0.0
1.05,1.525,2.0,0.1,426,0,0.9898879300176984,49.37612723803613,-114.79397447174148,0.0
1.05,2.0,0.1,0.01,168,0,0.9895656722267354,47.38136863632826,-105.52092242719624,0.0
1.05,2.0,0.1,0.05500000000000001,234,0,0.989572698283404,47.916472793294815,-107.88823889415286,0.0
1.05,2.0,0.1,0.1,331,0,0.9897725277297313,48.84153152140789,-112.18098982886347,0.0
1.05,2.0,0.575,0.01,281,0,0.9893286027773801,48.15574892095174,-109.42772005964672,0.0
1.05,2.0,0.575,0.05500000000000001,243,0,0.9878154504281282,47.886569530237466,-108.0801520907971,0.0
1.05,2.0,0.575,0.1,226,0,0.9895091320721541,47.81398458592594,-107.55944640132448,0.0
1.05,2.0,1.05,0.01,335,0,0.9885039986780286,48.63436152134091,-111.39601648860373,0.0
1.05,2.0,1.05,0.05500000000000001,146,0,0.9880770734271407,47.25410908344202,-104.87429713294149,0.0
1.05,2.0,1.05,0.1,287,0,0.9898636916891921,48.25401361193508,-109.82394192842042,0.0
1.05,2.0,1.525,0.01,285,0,0.9875823070368172,48.26886409058352,-109.7085178499116,0.0
1.05,2.0,1.525,0.05500000000000001,383,0,0.9898473953908388,48.989062721142545,-113.05768259925918,0.0
1.05,2.0,1.525,0.1,180,0,0.9898371251277689,47.55299199043657,-105.98786516600904,0.0
1.05,2.0,2.0,0.01,523,0,0.9896817530170814,50.103823293582536,-118.22269188585128,0.0
1.05,2.0,2.0,0.05500000000000001,166,0,0.9899329195807447,47.378363564028405,-105.55018088418215,0.0
1.05,2.0,2.0,0.1,178,0,0.9896394163641139,47.48406191065442,-105.82977967081334,0.0
1.525,0.1,0.1,0.01,119,0,0.9891329685738683,47.138019882841036,-103.75962010352353,0.0
1.525,0.1,0.1,0.05500000000000001,426,0,0.9880321434131265,49.32472954952391,-114.47206886589387,0.0
1.525,0.1,0.1,0.1,291,0,0.9898893322270611,48.3471311548783,-109.86366989799046,0.0
1.525,0.1,0.575,0.01,386,0,0.9896700256630062,49.0820869714953,-113.4609574320566,0.0
1.525,0.1,0.575,0.05500000000000001,273,0,0.9899691326791166,48.166706049931236,-109.20249768401538,0.0
1.525,0.1,0.575,0.1,419,0,0.9873418781211972,49.2662322698161,-114.3975715964973,0.0
1.525,0.1,1.05,0.01,133,0,0.9872374234250189,47.181400967529044,-104.42595791571247,0.0
1.525,0.1,1.05,0.05500000000000001,176,0,0.9897843595894975,47.45123666734435,-105.96119204776213,0.0
1.525,0.1,1.05,0.1,246,0,0.9874104515135289,48.02936045161914,-108.28813618351518,0.0
1.525,0.1,1.525,0.01,255,0,0.9878018668830395,48.00451903254725,-108.61658512177829,0.0
1.525,0.1,1.525,0.05500000000000001,354,0,0.9897593108530702,48.81170712644234,-112.15016695398658,0.0
1.525,0.1,1.525,0.1,170,0,0.9899914881622582,47.46434479384334,-105.66834604188709,0.0
1.525,0.1,2.0,0.01,223,0,0.9883615061104298,47.78861853189301,-107.50005850027341,0.0
1.525,0.1,2.0,0.05500000000000001,550,0,0.9898354115884762,50.28490024805069,-119.15875197632197,0.0
1.525,0.1,2.0,0.1,348,0,0.9876865548282863,48.71704441565089,-111.75365573614997,0.0
1.525,0.575,0.1,0.01,324,0,0.988028259396553,48.548897177446634,-110.96173217004272,0.0
1.525,0.575,0.1,0.05500000000000001,701,0,0.9894880763356316,51.38266709051095,-124.17572222415438,0.0
1.525,0.575,0.1,0.1,156,0,0.9892257499217988,47.40965066943318,-105.12731915823673,0.0
1.525,0.575,0.575,0.01,103,0,0.9899010801552828,46.97531867004,-103.17974095697915,0.0
1.525,0.575,0.575,0.05500000000000001,229,0,0.9873027043163778,47.98023423750419,-107.92120183900411,0.0
1.525,0.575,0.575,0.1,190,0,0.9899673096771967,47.51922257000115,-106.38522595353132,0.0
1.525,0.575,1.05,0.01,228,0,0.9899819489342803,47.82091214787215,-107.6418637203742,0.0
1.525,0.575,1.05,0.05500000000000001,354,0,0.9882226259946822,48.79683819366619,-112.0324187110736,0.0
1.525,0.575,1.05,0.1,223,0,0.9879361988842488,47.864083063730504,-107.64387475282774,0.0
1.525,0.575,1.525,0.01,447,0,0.9899152577180763,49.51084187437664,-115.44084337542205,0.0
1.525,0.575,1.525,0.05500000000000001,131,0,0.9899853523575022,47.14761839012499,-104.2858187916782,0.0
1.525,0.575,1.525,0.1,137,0,0.9895608753034624,47.18222338834312,-104.50202425689048,0.0
1.525,0.575,2.0,0.01,216,0,0.9877925232112408,47.790005173999816,-107.27168649097979,0.0
1.525,0.575,2.0,0.05500000000000001,286,0,0.9899950646074489,48.220216106041335,-109.67204966972226,0.0
1.525,0.575,2.0,0.1,248,0,0.9880033990114928,48.01583679241594,-108.24367569473262,0.0
1.525,1.05,0.1,0.01,297,0,0.9880609651178123,48.43610671849456,-110.4258842820669,0.0
1.525,1.05,0.1,0.05500000000000001,189,0,0.9895996932145771,47.49590392419486,-106.28106256686424,0.0
1.525,1.05,0.1,0.1,164,0,0.9897751297444338,47.39178136034752,-105.37959668444822,0.0
1.525,1.05,0.575,0.01,260,0,0.9878302674174309,48.154175513307564,-108.93829026520675,0.0
1.525,1.05,0.575,0.05500000000000001,154,0,0.988095139580965,47.36165831214748,-105.16282461733273,0.0
1.525,1.05,0.575,0.1,394,0,0.9899489104476524,49.00998657318996,-113.47760963413695,0.0
1.525,1.05,1.05,0.01,441,0,0.9882372236937285,49.41702763849753,-115.18367749987766,0.0
1.525,1.05,1.05,0.05500000000000001,273,0,0.9898803497309498,48.13882819953142,-109.09348544224078,0.0
1.525,1.05,1.05,0.1,262,0,0.9876176113277674,48.10295701096766,-108.86609804704182,0.0
1.525,1.05,1.525,0.01,327,0,0.9899257262024834,48.719223524443805,-111.4810201503137,0.0
1.525,1.05,1.525,0.05500000000000001,319,0,0.9888743162751198,48.549559097155,-110.67160149629771,0.0
1.525,1.05,1.525,0.1,194,0,0.988056543558836,47.64696379174711,-106.51875356090338,0.0
1.525,1.05,2.0,0.01,254,0,0.9874638512730598,48.00843745563179,-108.54055769270731,0.0
