w1,lam,lam2,w2,Settling Time,Rise Time,Overshoot,Control Effort,Total Reward,Steady-State Error
1.525,1.05,2.0,0.05500000000000001,390,0,0.9898076464510634,49.07371797412634,-113.4073375832455,0.0
1.525,1.05,2.0,0.1,307,0,0.9895257918182468,48.4671070324257,-110.31999567248477,0.0
1.525,1.525,0.1,0.01,264,0,0.9895147249483689,48.11618007242214,-109.10376729310252,0.0
1.525,1.525,0.1,0.05500000000000001,315,0,0.9899077205029163,48.53130544885062,-110.728001105631,0.0
1.525,1.525,0.1,0.1,238,0,0.9880486370235682,47.99246278661303,-108.03387985439774,0.0
1.525,1.525,0.575,0.01,243,0,0.9898988834845618,47.92772408219753,-108.180835154309,0.0
1.525,1.525,0.575,0.05500000000000001,206,0,0.9899943918550375,47.7462977754185,-106.9380996609359,0.0
1.525,1.525,0.575,0.1,298,0,0.9895798522784017,48.40299568348564,-110.01347731674308,0.0
1.525,1.525,1.05,0.01,243,0,0.9898377774345419,48.00283919426147,-108.34345330421317,0.0
1.525,1.525,1.05,0.05500000000000001,313,0,0.988063826006651,48.596251828654204,-111.16166756164031,0.0
1.525,1.525,1.05,0.1,398,0,0.9895732232576719,49.088024621189106,-113.49192899669457,0.0
1.525,1.525,1.525,0.01,236,0,0.9899653537304048,47.876153796561994,-107.9218535730513,0.0
1.525,1.525,1.525,0.05500000000000001,186,0,0.9899859604898202,47.52081935002934,-106.12795548614115,0.0
1.525,1.525,1.525,0.1,149,0,0.9898497436152165,47.32078663422726,-104.97236617262995,0.0
1.525,1.525,2.0,0.01,224,0,0.9899352685854289,47.84525305367424,-107.65672586186909,0.0
1.525,1.525,2.0,0.05500000000000001,300,0,0.989890146009231,48.32606097785174,-110.2040560885572,0.0
1.525,1.525,2.0,0.1,243,0,0.9883669110655786,47.99624790085363,-108.25150326242871,0.0
1.525,2.0,0.1,0.01,191,0,0.9878317770183087,47.6250802797731,-106.32523202117869,0.0
1.525,2.0,0.1,0.05500000000000001,135,0,0.98832250700593,47.231752306979615,-104.48285262548339,0.0
1.525,2.0,0.1,0.1,153,0,0.9877946428179742,47.31934086320689,-105.12580924350154,0.0
1.525,2.0,0.575,0.01,256,0,0.9898049082544456,47.99404601164861,-108.61488611344022,0.0
1.525,2.0,0.575,0.05500000000000001,251,0,0.9899993257063682,48.11914817854995,-108.59145847605929,0.0
1.525,2.0,0.575,0.1,292,0,0.9897665545090913,48.32671426917659,-109.84900396309385,0.0
1.525,2.0,1.05,0.01,440,0,0.9896561354002877,49.42374561907491,-114.91847001052938,0.0
1.525,2.0,1.05,0.05500000000000001,252,0,0.9883467268079519,48.027796112699434,-108.47540385573942,0.0
1.525,2.0,1.05,0.1,351,0,0.9896877476346609,48.72318550106138,-111.98754446036656,0.0
1.525,2.0,1.525,0.01,198,0,0.9896205913448055,47.66234104975592,-106.59152615257517,0.0
1.525,2.0,1.525,0.05500000000000001,152,0,0.9880791896909475,47.3006002973998,-104.92010046706031,0.0
1.525,2.0,1.525,0.1,177,0,0.9898126814478435,47.513472713995725,-105.85028913448969,0.0
1.525,2.0,2.0,0.01,272,0,0.9874966721862555,48.29084491793765,-109.39405936534283,0.0
1.525,2.0,2.0,0.05500000000000001,263,0,0.9898483370402749,48.07421154866461,-108.69656465978709,0.0
1.525,2.0,2.0,0.1,273,0,0.9899349118877038,48.20966217809473,-109.24044392630078,0.0
2.0,0.1,0.1,0.01,241,0,0.9896719858835968,47.87349077677936,-108.09919743673096,0.0
2.0,0.1,0.1,0.05500000000000001,139,0,0.989847742161352,47.23272487265058,-104.49863085027513,0.0
2.0,0.1,0.1,0.1,170,0,0.9898179895446596,47.41767234704457,-105.70692977085352,0.0
2.0,0.1,0.575,0.01,281,0,0.9883727355629206,48.26618462370243,-109.7578680473273,0.0
2.0,0.1,0.575,0.05500000000000001,256,0,0.9876758650273084,48.05538200621959,-108.53882557902719,0.0
2.0,0.1,0.575,0.1,273,0,0.9899613402505146,48.16565780778183,-109.11341471047251,0.0
2.0,0.1,1.05,0.01,264,0,0.9882369495362043,48.29131351108663,-109.42719255505745,0.0
2.0,0.1,1.05,0.05500000000000001,323,0,0.9895283046109496,48.55676835851045,-111.0180367409272,0.0
2.0,0.1,1.05,0.1,346,0,0.9885933326810599,48.73522386388504,-111.66519660852553,0.0
2.0,0.1,1.525,0.01,229,0,0.9896344396455455,47.84667577408254,-107.73411803186758,0.0
2.0,0.1,1.525,0.05500000000000001,486,0,0.9897178837858367,49.917463709483854,-117.29363284098645,0.0
2.0,0.1,1.525,0.1,247,0,0.9899534387696661,47.99773731827736,-108.19583411109315,0.0
2.0,0.1,2.0,0.01,644,0,0.9898457378344883,50.86384185566567,-121.93695380659753,0.0
2.0,0.1,2.0,0.05500000000000001,284,0,0.9899252445289413,48.309067665133625,-109.56576251814609,0.0
2.0,0.1,2.0,0.1,379,0,0.9898038861767943,48.92865504362271,-112.79652534232449,0.0
2.0,0.575,0.1,0.01,196,0,0.9898615828021353,47.63090122147696,-106.62629428239221,0.0
2.0,0.575,0.1,0.05500000000000001,220,0,0.9876572921514511,47.75451110082213,-107.37423176813655,0.0
2.0,0.575,0.1,0.1,64,0,0.8596954233050346,46.78427732898854,-101.82830550966517,0.0
2.0,0.575,0.575,0.01,107,0,0.9888880670309067,47.129439083859324,-103.27932745265102,0.0
2.0,0.575,0.575,0.05500000000000001,59,0,0.9879395902693271,46.88092892989516,-101.592826636504,0.0
2.0,0.575,0.575,0.1,67,0,0.987511006975174,46.856846230104566,-101.91918280855096,0.0
2.0,0.575,1.05,0.01,59,0,0.9878437445700169,46.83183526061475,-101.64634498815276,0.0
2.0,0.575,1.05,0.05500000000000001,59,0,0.9878351409375667,46.775915302336216,-101.68932943356118,0.0
2.0,0.575,1.05,0.1,60,0,0.9875457726955414,46.763512012548745,-101.72873638586775,0.0
2.0,0.575,1.525,0.01,109,0,0.9897889613255443,46.998705935664475,-103.45492294965348,0.0
2.0,0.575,1.525,0.05500000000000001,323,0,0.9894741471128132,48.56456450524274,-110.93596535495175,0.0
2.0,0.575,1.525,0.1,112,0,0.988379585647583,47.03536861928296,-103.64968102720924,0.0
2.0,0.575,2.0,0.01,89,0,0.9889640813708306,47.03640518069733,-102.73068572264148,0.0
2.0,0.575,2.0,0.05500000000000001,145,0,0.9894816415777473,47.313749773893505,-104.8510036689953,0.0
2.0,0.575,2.0,0.1,252,0,0.9897278840851356,48.026838782650884,-108.49557224665463,0.0
2.0,1.05,0.1,0.01,155,0,0.9899366872097652,47.279139587364625,-105.08459278659518,0.0
2.0,1.05,0.1,0.05500000000000001,178,0,0.989665012868766,47.47670068775187,-105.86819991738548,0.0
2.0,1.05,0.1,0.1,441,0,0.9887782796561718,49.57651245978195,-115.49334726776732,0.0
2.0,1.05,0.575,0.01,142,0,0.9892232772377635,47.214908194961026,-104.71109628687407,0.0
2.0,1.05,0.575,0.05500000000000001,159,0,0.9888564346671105,47.37196372426115,-105.16048187842314,0.0
2.0,1.05,0.575,0.1,206,0,0.9899773548545734,47.76647720969049,-107.1031409554233,0.0
2.0,1.05,1.05,0.01,241,0,0.9882506643772125,47.923662643443095,-107.98566568010997,0.0
2.0,1.05,1.05,0.05500000000000001,461,0,0.9899656370399537,49.583924060862046,-115.99427396701672,0.0
2.0,1.05,1.05,0.1,371,0,0.9889184857845306,48.89320020226296,-112.50304349835385,0.0
2.0,1.05,1.525,0.01,254,0,0.9894572531660496,48.16114835976623,-108.6499159176856,0.0
2.0,1.05,1.525,0.05500000000000001,183,0,0.9886372694909573,47.58985676045995,-106.18852214708001,0.0
2.0,1.05,1.525,0.1,359,0,0.9898356788338644,48.82745970640099,-112.24403985724845,0.0
2.0,1.05,2.0,0.01,330,0,0.9882388625681401,48.70183840376558,-111.68967850571616,0.0
2.0,1.05,2.0,0.05500000000000001,164,0,0.9899660542882636,47.353932265454205,-105.46501154454954,0.0
2.0,1.05,2.0,0.1,288,0,0.9899573438580954,48.25130023394013,-109.70921531531037,0.0
2.0,1.525,0.1,0.01,311,0,0.9899059243047169,48.531030899088364,-110.56169482235771,0.0
2.0,1.525,0.1,0.05500000000000001,256,0,0.9894632390434682,48.002954404917546,-108.58548428360862,0.0
2.0,1.525,0.1,0.1,306,0,0.9896061162961146,48.46847441495629,-110.52484961573069,0.0
2.0,1.525,0.575,0.01,350,0,0.9885490132808685,48.81708500752575,-112.16415706399647,0.0
2.0,1.525,0.575,0.05500000000000001,295,0,0.9895370477794457,48.32640002743574,-109.89047945836677,0.0
2.0,1.525,0.575,0.1,292,0,0.9882033865094184,48.31879782525357,-109.84278049904682,0.0
2.0,1.525,1.05,0.01,371,0,0.9896409969075673,48.91679407344782,-112.74584976914367,0.0
2.0,1.525,1.05,0.05500000000000001,430,0,0.9897411576558512,49.451509784470545,-115.11510158058621,0.0
2.0,1.525,1.05,0.1,267,0,0.9886815620601177,48.23307070566807,-109.2137449421995,0.0
2.0,1.525,1.525,0.01,392,0,0.9882941761553288,49.05685703200288,-113.21448878658838,0.0
2.0,1.525,1.525,0.05500000000000001,372,0,0.9880818701922893,48.89978395376238,-112.48091645061118,0.0
2.0,1.525,1.525,0.1,507,0,0.9896297320635585,49.93990048422711,-117.50458804130616,0.0
2.0,1.525,2.0,0.01,484,0,0.9896306128833811,49.740367358666845,-116.42175457313866,0.0
2.0,1.525,2.0,0.05500000000000001,164,0,0.9897949691254795,47.43875000986736,-105.66970502574972,0.0
2.0,1.525,2.0,0.1,190,0,0.9890141456961632,47.60534628335154,-106.16701287360794,0.0
2.0,2.0,0.1,0.01,140,0,0.9899006699759076,47.232207467081025,-104.54231702297699,0.0
2.0,2.0,0.1,0.05500000000000001,184,0,0.9882739124238491,47.56995306839235,-106.07430505308517,0.0
2.0,2.0,0.1,0.1,296,0,0.9895376579904166,48.364984779502265,-110.03116937621114,0.0
2.0,2.0,0.575,0.01,585,0,0.9883400299489498,50.585586677043466,-120.37984937412108,0.0
2.0,2.0,0.575,0.05500000000000001,240,0,0.9896934806494715,47.93929617202957,-108.06637908151723,0.0
2.0,2.0,0.575,0.1,167,0,0.859719687461853,47.55157217977103,-105.38393959185586,0.0
2.0,2.0,1.05,0.01,49,0,0.8597218680977822,46.82525819540024,-101.30364646474246,0.0
2.0,2.0,1.05,0.05500000000000001,73,0,0.9899616907324128,46.98205655114725,-102.2653619093121,0.0
2.0,2.0,1.05,0.1,372,0,0.9899061350937731,48.930331587209366,-112.52051536247887,0.0
2.0,2.0,1.525,0.01,206,0,0.9899882304868758,47.68580928113079,-106.85553776667746,0.0
2.0,2.0,1.525,0.05500000000000001,327,0,0.9894238465070724,48.59839593723882,-110.90942514058335,0.0
2.0,2.0,1.525,0.1,158,0,0.9898500292770633,47.286585162510164,-105.21585057957513,0.0
2.0,2.0,2.0,0.01,335,0,0.9898240076192293,48.64234296922223,-111.37782113815973,0.0
2.0,2.0,2.0,0.05500000000000001,193,0,0.9891136526107788,47.652538297639694,-106.47037642030091,0.0
2.0,2.0,2.0,0.1,226,0,0.9899544689277653,47.85981560999062,-107.77724948782875,0.0
